220.181.108.144 - - [09/Mar/2018:16:10:55 -0800] "GET /projects/pdfs/Bobs_Warehouse.pdf HTTP/1.1" 200 131758 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:43 -0800] "GET /services/bridges.html HTTP/1.1" 200 6168 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:43 -0800] "GET /services/civil.html HTTP/1.1" 200 7298 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:43 -0800] "GET /services/geotech-eng.html HTTP/1.1" 200 6757 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:44 -0800] "GET /services/gps_gis.html HTTP/1.1" 200 6705 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:44 -0800] "GET /services/index.html HTTP/1.1" 200 6307 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:44 -0800] "GET /services/marine.html HTTP/1.1" 200 5968 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:44 -0800] "GET /services/structural.html HTTP/1.1" 200 8018 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:44 -0800] "GET /services/surveying.html HTTP/1.1" 200 6113 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:45 -0800] "GET /services/town.html HTTP/1.1" 200 8019 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
37.49.224.208 - - [10/Mar/2018:02:10:45 -0800] "GET /services/wetlands.html HTTP/1.1" 200 8161 "http://www.claengineers.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0" "www.claengineers.com"
123.125.67.162 - - [10/Mar/2018:02:33:52 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36" "claengineers.com"
220.181.108.99 - - [10/Mar/2018:02:34:50 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /css/main.css HTTP/1.1" 200 4257 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 200 1209 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /scripts/jquery.min.js HTTP/1.1" 200 55740 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /css/jqueryslidemenu.css HTTP/1.1" 200 1962 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/leftcolspacer.gif HTTP/1.1" 200 85 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/header_02.gif HTTP/1.1" 200 2048 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/header_03.jpg HTTP/1.1" 200 7077 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/titleArt.gif HTTP/1.1" 200 300 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/header_01.jpg HTTP/1.1" 200 43473 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/verMenuImages.png HTTP/1.1" 200 911 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/survey2.jpg HTTP/1.1" 200 6376 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/nfafield.jpg HTTP/1.1" 200 21393 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/contact.jpg HTTP/1.1" 200 3588 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/visa_mastercard_2.gif HTTP/1.1" 200 1384 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
178.62.227.93 - - [10/Mar/2018:02:47:01 -0800] "GET /images/sitetag.gif HTTP/1.1" 200 1069 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
157.55.39.83 - - [10/Mar/2018:03:01:11 -0800] "GET /services/images/sewerpipes.jpg HTTP/1.1" 200 19320 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:56 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /css/main.css HTTP/1.1" 200 4257 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 200 1209 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /css/jqueryslidemenu.css HTTP/1.1" 200 1962 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /scripts/jquery.min.js HTTP/1.1" 200 55740 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/header_01.jpg HTTP/1.1" 200 43473 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/titleArt.gif HTTP/1.1" 200 300 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/header_03.jpg HTTP/1.1" 200 7077 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/leftcolspacer.gif HTTP/1.1" 200 85 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/header_02.gif HTTP/1.1" 200 2048 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/verMenuImages.png HTTP/1.1" 200 911 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/nfafield.jpg HTTP/1.1" 200 21393 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/survey2.jpg HTTP/1.1" 200 6376 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.30.158 - - [10/Mar/2018:03:10:57 -0800] "GET /images/sitetag.gif HTTP/1.1" 200 1069 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
180.76.15.146 - - [10/Mar/2018:03:21:10 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "claengineers.com"
37.212.64.77 - - [10/Mar/2018:03:29:22 -0800] "GET /wp-login.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" "www.claengineers.com"
37.212.64.77 - - [10/Mar/2018:03:29:22 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" "www.claengineers.com"
216.244.66.197 - - [10/Mar/2018:03:35:35 -0800] "GET /career.html HTTP/1.1" 200 5906 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.claengineers.com"
40.77.177.81 - - [10/Mar/2018:03:59:32 -0800] "GET /images/header_03.jpg HTTP/1.1" 200 7077 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "www.claengineers.com"
207.46.13.64 - - [10/Mar/2018:04:01:16 -0800] "GET /projects/pdfs/bobs_warehouse.pdf HTTP/1.1" 404 89 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
54.183.165.74 - - [10/Mar/2018:04:01:52 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36" "www.claengineers.com"
216.244.66.197 - - [10/Mar/2018:04:22:29 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.claengineers.com"
216.244.66.197 - - [10/Mar/2018:04:22:29 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "claengineers.com"
66.249.69.205 - - [10/Mar/2018:04:24:51 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "claengineers.com"
54.36.148.135 - - [10/Mar/2018:04:31:49 -0800] "GET /services/gps_gis.html HTTP/1.1" 200 6705 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" "claengineers.com"
207.46.13.116 - - [10/Mar/2018:04:31:54 -0800] "GET /services/civil.html HTTP/1.1" 200 7298 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.10 - - [10/Mar/2018:04:32:23 -0800] "GET /images/header_01.jpg HTTP/1.1" 200 43473 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.83 - - [10/Mar/2018:04:32:23 -0800] "GET /images/leftcolspacer.gif HTTP/1.1" 200 85 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.10 - - [10/Mar/2018:04:32:24 -0800] "GET /images/header_02.gif HTTP/1.1" 200 2048 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.10 - - [10/Mar/2018:04:32:24 -0800] "GET /images/photoBorder_01.gif HTTP/1.1" 200 207 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.10 - - [10/Mar/2018:04:32:24 -0800] "GET /images/verMenuImages.png HTTP/1.1" 200 911 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
207.46.13.116 - - [10/Mar/2018:04:32:28 -0800] "GET /images/photoBorder_02.gif HTTP/1.1" 200 1090 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
207.46.13.64 - - [10/Mar/2018:04:32:33 -0800] "GET /images/titleArt.gif HTTP/1.1" 200 300 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
207.46.13.64 - - [10/Mar/2018:04:32:33 -0800] "GET /scripts/multipleemail.js HTTP/1.1" 200 1209 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
207.46.13.64 - - [10/Mar/2018:04:51:51 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /contact.html HTTP/1.1" 200 6962 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
10.247.27.197 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
166.137.252.26 - - [10/Mar/2018:05:06:10 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "MobileSafari/604.1 CFNetwork/894 Darwin/17.4.0" "www.claengineers.com"
106.120.173.145 - - [10/Mar/2018:05:21:26 -0800] "GET / HTTP/1.1" 200 7070 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" "www.claengineers.com"
216.244.66.197 - - [10/Mar/2018:05:33:00 -0800] "GET /services/wetlands.html HTTP/1.1" 200 8161 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.claengineers.com"
40.77.178.0 - - [10/Mar/2018:05:33:27 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b" "www.claengineers.com"
157.55.39.83 - - [10/Mar/2018:05:53:55 -0800] "GET /contact.html HTTP/1.1" 200 6962 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "claengineers.com"
207.46.13.116 - - [10/Mar/2018:05:55:15 -0800] "GET /structural.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
82.80.230.228 - - [10/Mar/2018:05:59:09 -0800] "GET /images/header_03.jpg HTTP/1.1" 200 7077 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "www.claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /css/jqueryslidemenu.css HTTP/1.1" 200 1962 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /scripts/jqueryslidemenu.js HTTP/1.1" 200 2039 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/header_02.gif HTTP/1.1" 200 2048 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/header_03.jpg HTTP/1.1" 200 7077 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/header_01.jpg HTTP/1.1" 200 43473 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/verMenuImages.png HTTP/1.1" 200 911 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/nfafield.jpg HTTP/1.1" 200 21393 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/contact.jpg HTTP/1.1" 200 3588 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/visa_mastercard_2.gif HTTP/1.1" 200 1384 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
37.139.31.26 - - [10/Mar/2018:06:17:44 -0800] "GET /images/survey2.jpg HTTP/1.1" 200 6376 "http://claengineers.com/" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "claengineers.com"
66.249.69.226 - - [10/Mar/2018:06:23:44 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "www.claengineers.com"
157.55.39.52 - - [10/Mar/2018:06:26:36 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
157.55.39.52 - - [10/Mar/2018:06:26:37 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
207.46.13.64 - - [10/Mar/2018:06:26:38 -0800] "GET / HTTP/1.1" 200 7070 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.claengineers.com"
34.232.66.71 - - [10/Mar/2018:06:40:36 -0800] "GET / HTTP/1.1" 200 7070 "-" "BUbiNG (+http://law.di.unimi.it/BUbiNG.html#wc)" "www.claengineers.com"
